family	model_key	corr_metric	global_metric_score	metric_score_std	mean_dataset_rank	dataset_count	global_best_layer_index	global_best_layer	global_best_layer_score	family_rank
VGG	vgg11	scc	0.7833410780669146	0.01809994940855353	29.5	4	3	feature_map_003	0.768703531598513	4
VGG	vgg11_bn	scc	0.7621398698884758	0.02359694470081495	32.75	4	4	feature_map_004	0.7325162639405205	5
VGG	vgg13_bn	scc	0.7250813197026023	0.07133795923943506	40.25	4	5	feature_map_005	0.7148001858736059	6
VGG	vgg16_bn	scc	0.7087012081784386	0.10151409910800992	39.5	4	5	feature_map_005	0.676057156133829	7
VGG	vgg19_bn	scc	0.6823303903345725	0.10119439686170359	47.25	4	3	feature_map_003	0.6611872676579926	8
ViT	vit_tiny	scc	0.8265566914498141	0.05581784019109748	19.5	4	3	block_003	0.8111640334572491	1
ViT	vit_small	scc	0.8238266728624536	0.08305607299410749	19.75	4	3	block_003	0.8138359665427509	2
ViT	vit_huge	scc	0.6213406133828996	0.06747873026145454	54.25	4	8	hidden_state_008	0.6209340148698884	3
ViT	vit_base	scc	0.5932272304832714	0.06812800450790676	61.625	4	3	hidden_state_003	0.5529158921933086	4
ViT	vit_large	scc	0.56755343866171	0.07508626799650021	65.0	4	4	hidden_state_004	0.5325859665427509	5
