joint_rank	quality_rank	model_key	family	global_quality_score	quality_score_std	mean_dataset_rank	dataset_count	global_best_layer_index	global_best_layer	global_layer_quality	layer_dataset_count	dataset_wins	coverage_frac	headline_eligible	global_alignment_score	global_best_layer_alignment	joint_score
53	46	vit_large	ViT	0.7226527778116796	0.13504543818067502	42.375	8	20	hidden_state_020	0.578964312458889	8	0	1.0	True	0.6855533549713381	hidden_state_004	0.7041030663915089
54	51	fastvit_sa12	FastViT	0.6752617497343315	0.11167709114227034	50.75	8	2	feature_map_002	0.5121031606062958	8	0	1.0	True	0.6995900632670571	feature_map_001	0.6874259065006942
55	50	fastvit_s12	FastViT	0.6814417473520505	0.11160109974780902	49.375	8	0	feature_map_000	0.479610587402229	8	0	1.0	True	0.6567495990845023	feature_map_000	0.6690956732182765
56	54	fastvit_t12	FastViT	0.6647687483893788	0.10841063996722812	51.75	8	3	feature_map_003	0.4555091980149008	8	0	1.0	True	0.6394843329956474	feature_map_000	0.6521265406925132
57	55	swin_tiny	Swin	0.6568461601653504	0.11439344398809699	52.5	8	3	hidden_state_003	0.5722702642005222	8	0	1.0	True	0.63219117378079	hidden_state_002	0.6445186669730703
58	56	convnext_tiny	ConvNeXt	0.6495641824247256	0.16228148438158896	51.625	8	2	hidden_state_002	0.49362512149880294	8	0	1.0	True	0.6195157939560654	hidden_state_001	0.6345399881903955
59	67	convnext_base	ConvNeXt	0.5700239872285706	0.13631415250912252	59.625	8	2	hidden_state_002	0.39598644632545654	8	0	1.0	True	0.6854064546534806	hidden_state_001	0.6277152209410256
60	66	convnext_small	ConvNeXt	0.5788750346798178	0.11926342166447142	60.0	8	2	hidden_state_002	0.4324558560607801	8	0	1.0	True	0.670766135697372	hidden_state_001	0.6248205851885948
61	62	swinv2_tiny	SwinV2	0.5971288194860128	0.13397552379822658	57.625	8	3	hidden_state_003	0.4612570992241348	8	0	1.0	True	0.6511609681555114	hidden_state_002	0.6241448938207621
62	60	swin_base	Swin	0.6175912186353032	0.16153615455699355	51.5	8	3	hidden_state_003	0.46691911318885826	8	0	1.0	True	0.6191163039928319	hidden_state_002	0.6183537613140675
63	57	fastvit_t8	FastViT	0.6473161291418233	0.19185002450820762	53.625	8	3	feature_map_003	0.48567725202574447	8	0	1.0	True	0.5743754864920895	feature_map_001	0.6108458078169564
64	63	swinv2_large	SwinV2	0.5896863006085493	0.19874777402007304	52.125	8	3	hidden_state_003	0.4595477717615385	8	0	1.0	True	0.6250776277174076	hidden_state_003	0.6073819641629785
65	59	fastvit_sa36	FastViT	0.6242296956828397	0.11350891533827343	55.5	8	3	feature_map_003	0.45014425532938646	8	0	1.0	True	0.582485743698224	feature_map_000	0.6033577196905319
66	61	swin_small	Swin	0.6114670100091739	0.0950846273714973	55.25	8	3	hidden_state_003	0.493351035332919	8	0	1.0	True	0.5872212928148486	hidden_state_002	0.5993441514120113
67	65	swin_large	Swin	0.5836749413206275	0.12579026169113275	56.75	8	3	hidden_state_003	0.4764750054744141	8	0	1.0	True	0.5900156115997207	hidden_state_002	0.5868452764601741
68	68	swinv2_small	SwinV2	0.5620561804557332	0.15788818107851016	57.5	8	3	hidden_state_003	0.4236237121421522	8	0	1.0	True	0.5864267794146337	hidden_state_002	0.5742414799351835
69	72	swinv2_base	SwinV2	0.5075783381919498	0.16055380907331174	62.5	8	2	hidden_state_002	0.3926486416311715	8	0	1.0	True	0.6063143567620249	hidden_state_002	0.5569463474769873
70	71	convnext_large	ConvNeXt	0.5439105218377038	0.11632142708127988	62.125	8	2	hidden_state_002	0.4338774992655029	8	0	1.0	True	0.5463792680570262	hidden_state_001	0.545144894947365
71	64	siglip2_base_naflex	SigLIP2	0.5881123088875323	0.3182251838430041	47.9375	8	1	pooler_output	0.5849756917871605	8	0	1.0	True	0.35436077921111725	pooler_output	0.4712365440493248
72	75	siglip2_so400m_naflex	SigLIP2	0.5547776537796081	0.3313671217699924	52.142857142857146	7	1	pooler_output	0.5332237721326223	7	0	0.875	False	0.37893882228879655	pooler_output	0.46685823803420234
73	70	siglip2_base	SigLIP2	0.5590945718713862	0.3198855653544972	53.625	8	1	pooler_output	0.5193194115704185	8	0	1.0	True	0.3737741951446668	pooler_output	0.4664343835080265
74	69	siglip2_large	SigLIP2	0.5595594258335181	0.2143651600598862	57.875	8	1	pooler_output	0.5315591702144029	8	0	1.0	True	0.36679395899771533	pooler_output	0.46317669241561676
75	73	siglip2_so400m	SigLIP2	0.4504788104024482	0.19963806584413094	64.625	8	1	pooler_output	0.44724054367382365	8	0	1.0	True	0.3166645691359723	pooler_output	0.38357168976921024
