model_key	family	layer_index	layer_name	mean_alignment	min_alignment	max_alignment	dataset_count
siglip_large	SigLIP	3	hidden_state_003	0.5640756892299295	0.48234200743494426	0.6572180916976456	8
siglip_large	SigLIP	4	hidden_state_004	0.7253554672088582	0.6030824039653037	0.8495972738537794	8
siglip_large	SigLIP	5	hidden_state_005	0.7082015009956037	0.5424411400247832	0.8430142503097894	8
siglip_large	SigLIP	6	hidden_state_006	0.7240029288038169	0.5121592317224287	0.8210966542750929	8
siglip_large	SigLIP	7	hidden_state_007	0.8147187565113273	0.630498760842627	0.9184170622702325	8
siglip_large	SigLIP	8	hidden_state_008	0.8528601069904517	0.7109665427509294	0.944400321631706	8
siglip_large	SigLIP	9	hidden_state_009	0.8186258229209422	0.7026022304832713	0.889523130746578	8
siglip_large	SigLIP	10	hidden_state_010	0.7962241303496407	0.6644981412639405	0.8578543348155078	8
siglip_large	SigLIP	11	hidden_state_011	0.7908228095027764	0.7425650557620819	0.8423946716232962	8
siglip_large	SigLIP	12	hidden_state_012	0.774539975819071	0.6987186363319111	0.8913413878562578	8
siglip_large	SigLIP	13	hidden_state_013	0.7431445778534033	0.6434971307114788	0.8651641883519208	8
siglip_large	SigLIP	14	hidden_state_014	0.6835404798733203	0.546567127138005	0.8351920693928129	8
siglip_large	SigLIP	15	hidden_state_015	0.6496069178713315	0.4882141059897956	0.8573420074349443	8
siglip_large	SigLIP	16	hidden_state_016	0.5877175788569714	0.33891957169402326	0.8465768277571252	8
siglip_large	SigLIP	17	hidden_state_017	0.5450627677704257	0.3213583703876923	0.8329460966542751	8
siglip_large	SigLIP	18	hidden_state_018	0.5035148567447433	0.20361105188527304	0.8365086741016109	8
siglip_large	SigLIP	19	hidden_state_019	0.4789381213850016	0.18444029290424788	0.8230328376703842	8
siglip_large	SigLIP	20	hidden_state_020	0.4688908339974877	0.16564638219923497	0.814048946716233	8
siglip_large	SigLIP	21	hidden_state_021	0.4490825378966532	0.14106004124410942	0.792673482032218	8
siglip_large	SigLIP	22	hidden_state_022	0.4158684174917344	0.10315204208779101	0.7689745972738539	8
siglip_large	SigLIP	23	hidden_state_023	0.3795424186694476	0.07158899293531275	0.7557311028500621	8
siglip_large	SigLIP	24	hidden_state_024	0.34547657108953517	0.07380594978948078	0.7060099132589839	8
